description|Category|Subcategory|YAML Name|collector|Profiles|path|exclude_file_system|name_pattern|command|supported_os|max_depth|output_file|exclude_nologin_users|file_type|path_pattern|ignore_date_range|max_file_size|exclude_name_pattern|permissions|is_file_list|loop_command|output_directory|stderr_output_file|compress_output_file|exclude_path_pattern
Collect WPS Office Most Recently Used.|files|applications|wps_office_mru.yaml|file|full.yaml|"/%user_home%/Library/""Group Containers""/*.wpsoffice"||['recentlocalfile.xml']||['macos']|||True|||True|||||||||
Collect Brave browser files.|files|browsers|brave.yaml|file|full.yaml|/%user_home%/.config/BraveSoftware/Brave-Browser||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Brave browser directories.|files|browsers|brave.yaml|file|full.yaml|/%user_home%/.config/BraveSoftware/Brave-Browser||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Brave browser files (Snap version).|files|browsers|brave.yaml|file|full.yaml|/%user_home%/snap/brave||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Brave browser directories (Snap version).|files|browsers|brave.yaml|file|full.yaml|/%user_home%/snap/brave||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Brave browser files.|files|browsers|brave.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/BraveSoftware/Brave-Browser"||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['macos']|||True|||True|||||||||
Collect Brave browser directories.|files|browsers|brave.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/BraveSoftware/Brave-Browser"||['Extensions', 'File System', 'Sessions']||['macos']|||True|d||True|||||||||
Collect Chrome browser files.|files|browsers|chrome.yaml|file|full.yaml|/%user_home%/.config/google-chrome||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Chrome browser directories.|files|browsers|chrome.yaml|file|full.yaml|/%user_home%/.config/google-chrome||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Chrome browser files.|files|browsers|chrome.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Google/Chrome"||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['macos']|||True|||True|||||||||
Collect Chrome browser directories.|files|browsers|chrome.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Google/Chrome"||['Extensions', 'File System', 'Sessions']||['macos']|||True|d||True|||||||||
Collect Chromium browser files (Flatpak version).|files|browsers|chromium.yaml|file|full.yaml|/%user_home%/.var/app/org.chromium.Chromium||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Chromium browser directories (Flatpak version).|files|browsers|chromium.yaml|file|full.yaml|/%user_home%/.var/app/org.chromium.Chromium||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Chromium browser files (Snap version).|files|browsers|chromium.yaml|file|full.yaml|/%user_home%/snap/chromium||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Chromium browser directories (Snap version).|files|browsers|chromium.yaml|file|full.yaml|/%user_home%/snap/chromium||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Edge browser files.|files|browsers|edge.yaml|file|full.yaml|/%user_home%/.config/microsoft-edge||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Edge browser directories.|files|browsers|edge.yaml|file|full.yaml|/%user_home%/.config/microsoft-edge||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Edge browser files.|files|browsers|edge.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/""Microsoft Edge"""||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['macos']|||True|||True|||||||||
Collect Edge browser directories.|files|browsers|edge.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/""Microsoft Edge"""||['Extensions', 'File System', 'Sessions']||['macos']|||True|d||True|||||||||
Collect Firefox browser files.|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/.mozilla/firefox||['addons.*', 'bookmarks.sqlite*', 'cookies.sqlite*', 'downloads.sqlite*', 'extensions.json', 'favicons.sqlite*', 'firefox_cookies.sqlite*', 'formhistory.sqlite*', 'key*.db', 'logins.json', 'permissions.sqlite*', 'places.sqlite*', 'prefs.js', 'protections.sqlite*', 'search.sqlite*', 'signon*.*', 'signons.sqlite*', 'storage-sync*.sqlite*', 'webappstore.sqlite*']||['freebsd', 'linux']|||True|||True|||||||||
Collect Firefox browser directories.|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/.mozilla/firefox||['bookmarkbackups', 'sessionstore*']||['freebsd', 'linux']|||True|d||True|||||||||
Collect Firefox browser files (Flatpak version).|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/.var/app/org.mozilla.firefox||['addons.*', 'bookmarks.sqlite*', 'cookies.sqlite*', 'downloads.sqlite*', 'extensions.json', 'favicons.sqlite*', 'firefox_cookies.sqlite*', 'formhistory.sqlite*', 'key*.db', 'logins.json', 'permissions.sqlite*', 'places.sqlite*', 'prefs.js', 'protections.sqlite*', 'search.sqlite*', 'signon*.*', 'signons.sqlite*', 'storage-sync*.sqlite*', 'webappstore.sqlite*']||['linux']|||True|||True|||||||||
Collect Firefox browser directories (Flatpak version).|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/.var/app/org.mozilla.firefox||['bookmarkbackups', 'sessionstore*']||['linux']|||True|d||True|||||||||
Collect Firefox browser files (Snap version).|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/snap/firefox||['addons.*', 'bookmarks.sqlite*', 'cookies.sqlite*', 'downloads.sqlite*', 'extensions.json', 'favicons.sqlite*', 'firefox_cookies.sqlite*', 'formhistory.sqlite*', 'key*.db', 'logins.json', 'permissions.sqlite*', 'places.sqlite*', 'prefs.js', 'protections.sqlite*', 'search.sqlite*', 'signon*.*', 'signons.sqlite*', 'storage-sync*.sqlite*', 'webappstore.sqlite*']||['linux']|||True|||True|||||||||
Collect Firefox browser directories (Snap version).|files|browsers|firefox.yaml|file|full.yaml|/%user_home%/snap/firefox||['bookmarkbackups', 'sessionstore*']||['linux']|||True|d||True|||||||||
Collect Firefox browser files.|files|browsers|firefox.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Firefox"||['addons.*', 'bookmarks.sqlite*', 'cookies.sqlite*', 'downloads.sqlite*', 'extensions.json', 'favicons.sqlite*', 'firefox_cookies.sqlite*', 'formhistory.sqlite*', 'key*.db', 'logins.json', 'permissions.sqlite*', 'places.sqlite*', 'prefs.js', 'protections.sqlite*', 'search.sqlite*', 'signon*.*', 'signons.sqlite*', 'storage-sync*.sqlite*', 'webappstore.sqlite*']||['macos']|||True|||True|||||||||
Collect Firefox browser directories.|files|browsers|firefox.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Firefox"||['bookmarkbackups', 'sessionstore*']||['macos']|||True|d||True|||||||||
Collect Opera browser files.|files|browsers|opera.yaml|file|full.yaml|/%user_home%/.config/opera||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Opera browser directories.|files|browsers|opera.yaml|file|full.yaml|/%user_home%/.config/opera||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Opera browser files (Snap version).|files|browsers|opera.yaml|file|full.yaml|/%user_home%/snap/opera||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Opera browser directories (Snap version).|files|browsers|opera.yaml|file|full.yaml|/%user_home%/snap/opera||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Opera browser files.|files|browsers|opera.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/*Opera"||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['macos']|||True|||True|||||||||
Collect Opera browser directories.|files|browsers|opera.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/*Opera"||['Extensions', 'File System', 'Sessions']||['macos']|||True|d||True|||||||||
Collect Safari browser files.|files|browsers|safari.yaml|file|full.yaml|/%user_home%/Library/Safari*||['AutoFillCorrections*', 'AutoFillQuirks.plist', 'AutomaticBookmarksBackup.html', 'Bookmarks.plist', 'CloudAutoFillCorrections*', 'CloudExtensions.db*', 'CloudTabs*', 'ContentBlockerStatistics*', 'Cookies.plist', 'Downloads.plist', 'Extensions.plist', 'History*', 'LastSession.plist', 'PerSitePreferences*', 'RecentlyClosedTabs.plist', 'SafariTabs.db*', 'TopSites.plist']||['macos']|||True|||True|||||||||
Collect Safari browser files.|files|browsers|safari.yaml|file|full.yaml|/%user_home%/Library/Containers/com.apple.Safari*/Data/Library/Safari*||['AutoFillCorrections*', 'AutoFillQuirks.plist', 'AutomaticBookmarksBackup.html', 'Bookmarks.plist', 'CloudAutoFillCorrections*', 'CloudExtensions.db*', 'CloudTabs*', 'ContentBlockerStatistics*', 'Cookies.plist', 'Downloads.plist', 'Extensions.plist', 'History*', 'LastSession.plist', 'PerSitePreferences*', 'RecentlyClosedTabs.plist', 'SafariTabs.db*', 'TopSites.plist']||['macos']|||True|||True|||||||||
Collect Safari browser directories.|files|browsers|safari.yaml|file|full.yaml|/%user_home%/Library/Safari*||['Favicon Cache', 'Form Values']||['macos']|||True|d||True|||||||||
Collect Safari cookies files.|files|browsers|safari.yaml|file|full.yaml|/%user_home%/Library/Cookies||||['macos']|||True|||True|||||||||
Collect Vivaldi browser files.|files|browsers|vivaldi.yaml|file|full.yaml|/%user_home%/.config/vivaldi||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['linux']|||True|||True|||||||||
Collect Vivaldi browser directories.|files|browsers|vivaldi.yaml|file|full.yaml|/%user_home%/.config/vivaldi||['Extensions', 'File System', 'Sessions']||['linux']|||True|d||True|||||||||
Collect Vivaldi browser files.|files|browsers|vivaldi.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Vivaldi"||['Bookmarks*', 'Cookies*', 'DownloadMetadata', 'Extension Cookies*', 'Favicons*', 'History*', 'Login Data*', 'Media History*', 'Network Action Predictor*', 'Network Persistent State', 'Preferences', 'QuotaManager*', 'Reporting and NEL*', 'SecurePreferences', 'Shortcuts*', 'SyncData.sqlite3', 'Top Sites*', 'Trust Tokens*', 'Visited Links', 'Web Data*']||['macos']|||True|||True|||||||||
Collect Vivaldi browser directories.|files|browsers|vivaldi.yaml|file|full.yaml|"/%user_home%/Library/""Application Support""/Vivaldi"||['Extensions', 'File System', 'Sessions']||['macos']|||True|d||True|||||||||
Collect all log files and directories.|files|logs|additional_logs.yaml|file|full.yaml, ir_triage.yaml|/||['*.[Ll][Oo][Gg]', '*.[Ll][Oo][Gg].*', '[Ll][Oo][Gg]', '[Ll][Oo][Gg][Ss]']||['all']|||||||1073741824.0||||||||
Collect fseventsd system logs.|files|logs|macos.yaml|file|full.yaml, ir_triage.yaml|/.fseventsd||||['macos']|||||||1073741824.0||||||||
Collect fseventsd system logs.|files|logs|macos.yaml|file|full.yaml, ir_triage.yaml|/System/Volumes/*/.fseventsd||||['macos']|||||||1073741824.0||||||||
Collect system logs.|files|logs|macos.yaml|file|full.yaml, ir_triage.yaml|/Library/Logs||||['macos']|||||||1073741824.0||||||||
Collect user applications logs.|files|logs|macos.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Logs||||['macos']|||||||1073741824.0||||||||
Collect macOS Unified Logs tracev3 files.|files|logs|macos_unified_logs.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/diagnostics||['*.tracev3']||['macos']|||||||||||||||
Collect macOS Unified Logs UUID files.|files|logs|macos_unified_logs.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/uuidtext||||['macos']|||||||||||||||
Collect macOS Unified Logs timesync files.|files|logs|macos_unified_logs.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/diagnostics/timesync||||['macos']|||||||||||||||
Collect nslog logs.|files|logs|netscaler.yaml|file|full.yaml, ir_triage.yaml|/var/nslog||||['netscaler']|||||||1073741824.0||||||||
Collect nsproflog logs.|files|logs|netscaler.yaml|file|full.yaml, ir_triage.yaml|/var/nsproflog||||['netscaler']|||||||1073741824.0||||||||
Collect nssynclog logs.|files|logs|netscaler.yaml|file|full.yaml, ir_triage.yaml|/var/nssynclog||||['netscaler']|||||||1073741824.0||||||||
Collect Apache Tomcat logs.|files|logs|tomcat.yaml|file|full.yaml, ir_triage.yaml|/||['access_log*', 'error_log*', 'httpd-access.log*', 'httpd-error.log*', 'catalina.out']||['aix', 'freebsd', 'linux', 'macos', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||1073741824.0||||||||
Collect /var/adm logs.|files|logs|var_adm.yaml|file|full.yaml, ir_triage.yaml|/var/adm||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||1073741824.0||||||||
Collect /var/log logs.|files|logs|var_log.yaml|file|full.yaml, ir_triage.yaml|/var/log||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||1073741824.0||||||||
Collect /private/var/log logs.|files|logs|var_log.yaml|file|full.yaml, ir_triage.yaml|/private/var/log||||['macos']|||||||1073741824.0||||||||
Collect /var/run/log logs.|files|logs|var_run_log.yaml|file|full.yaml, ir_triage.yaml|/var/run/log||||['esxi']|||||||1073741824.0||||||||
Collect dpkg packages status file.|files|packages|dpkg.yaml|file|full.yaml, ir_triage.yaml|/var/lib/dpkg/status||||['linux']||||||True|||||||||
Collect InstallHistory.plist file.|files|packages|install_history.yaml|file|full.yaml, ir_triage.yaml|/Library/Receipts/InstallHistory.plist||||['macos']||||||True|||||||||
Collect shell config files.|files|shell|config.yaml|file|full.yaml, ir_triage.yaml|/%user_home%||['.*_aliases', '.*_login', '.*_logout', '.*_profile', '.*rc', '.aliases', '.cshdirs', '.ksh', '.login', '.logout', '.profile', '.tcsh', '.zlogin', '.zlogout', '.zprofile', '.zshenv']||['all']|2.0||||||||||||||
Collect shell history files.|files|shell|history.yaml|file|full.yaml, ir_triage.yaml|/%user_home%||['.*_history', '.*history', '.lesshst', '.zhistory', 'fish_history']||['all']|4.0||||||||||||||
Collect shell sessions files.|files|shell|sessions.yaml|file|full.yaml, ir_triage.yaml|/%user_home%||['*.sessions', '.*_sessions']||['all']|2.0||||||||||||||
Collect authorized_keys files.|files|ssh|authorized_keys.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/.ssh/authorized_keys*||||['all']|||||||||||||||
Collect known_hosts files.|files|ssh|known_hosts.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/.ssh/known_hosts*||||['all']|||||||||||||||
Collect rc files. If the file ~/.ssh/rc exists, sh runs it after reading the environment files but before starting the user's shell or command.|files|ssh|rc.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/.ssh/rc||||['all']|||||||||||||||
Collect Apple Accounts database files.|files|system|apple_accounts.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Accounts/Accounts*.sqlite*||||['macos']|||True|||True|||||||||
Collect Biome data files. Note that this artifact will only be collected if System Integrity Protection (SIP) is disabled.|files|system|biome.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/biome||||['macos']||||||True|||||||||
Collect information about macOS system usage and application execution history (CoreAnalytics).|files|system|coreanalytics.yaml|file|full.yaml, ir_triage.yaml|/Library/Logs/DiagnosticReports||['*.core_analytics']||['macos']|||True|||True|||||||||
Collect system temporary files.|files|system|dev_shm.yaml|file|full.yaml, ir_triage.yaml|/dev/shm||||['all']||||f|||5242880.0||||||||
Collect .DS_Store files.|files|system|ds_store.yaml|file|full.yaml, ir_triage.yaml|/||['.DS_Store']||['macos']||||f|||||||||||
Collect system configuration files.|files|system|etc.yaml|file|full.yaml, ir_triage.yaml|/etc||||['aix', 'android', 'esxi', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']||||||True||['shadow', 'shadow-']|||||||
Collect system configuration files.|files|system|etc.yaml|file|full.yaml, ir_triage.yaml|/usr/local/etc||||['aix', 'android', 'esxi', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']||||||True|||||||||
Collect system configuration files.|files|system|etc.yaml|file|full.yaml, ir_triage.yaml|/private/etc||||['macos']||||||True||['shadow', 'shadow-']|||||||
Collect cron files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/var/cron||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||||||||||
Collect cron files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/var/adm/cron||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||||||||||
Collect at files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/var/spool/at||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||||||||||
Collect at files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/var/spool/cron||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||||||||||
Collect at files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/var/at/tabs||||['aix', 'freebsd', 'linux', 'netbsd', 'netscaler', 'openbsd', 'solaris']|||||||||||||||
Collect at and cron files.|files|system|job_scheduler.yaml|file|full.yaml, ir_triage.yaml|/private/var/at||||['macos']|||||||||||||||
Collect system keychain file.|files|system|keychain.yaml|file|full.yaml, ir_triage.yaml|/Library/Keychains/System.keychain||||['macos']||||||True|||||||||
Collect user's keychain file.|files|system|keychain.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Keychains||||['macos']||||||True|||||||||
Collect knowledgeC database file. Note that this artifact will only be collected if System Integrity Protection (SIP) is disabled.|files|system|knowledgec.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/CoreDuet/Knowledge/knowledgeC.db||||['macos']||||||True|||||||||
Collect knowledgeC database file.|files|system|knowledgec.yaml|file|full.yaml, ir_triage.yaml|"/%user_home%/Library/""Application Support""/Knowledge/knowledgeC.db"||||['macos']|||True|||True|||||||||
Collect system preferences and configuration plist files.|files|system|library_preferences.yaml|file|full.yaml, ir_triage.yaml|/Library/Preferences||['*.plist', '.*.plist']||['macos']||||||True|||||||||
Collect user's preferences and configuration plist files.|files|system|library_preferences.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Preferences||['*.plist', '.*.plist']||['macos']|||True|||True|||||||||
Collect Linux Most Recently Used.|files|system|linux_mru.yaml|file|full.yaml, ir_triage.yaml|/%user_home%||['recently-used.xbel']||['linux']|||True|||True|||||||||
Collect macOS Most Recently Used.|files|system|macos_mru.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Preferences||['*.LSSharedFileList.plist', 'com.apple.finder.plist', 'com.apple.recentitems.plist', 'com.apple.sidebarlists.plist']||['macos']|||True|||True|||||||||
Collect macOS Most Recently Used.|files|system|macos_mru.yaml|file|full.yaml, ir_triage.yaml|"/%user_home%/Library/""Application Support""/com.apple.sharedfilelist"||||['macos']|||True|||True|||||||||
Collect macOS Most Recently Used.|files|system|macos_mru.yaml|file|full.yaml, ir_triage.yaml|"/%user_home%/Library/""Application Support""/com.apple.spotlight.Shortcuts"||||['macos']|||True|||True|||||||||
Collect macOS Most Recently Used.|files|system|macos_mru.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Preferences||['*.LSSharedFileList.plist', 'com.apple.finder.plist', 'com.apple.recentitems.plist']||['macos']|||True|||True|||||||||
Collect Network Manager files.|files|system|networkmanager.yaml|file|full.yaml, ir_triage.yaml|/var/lib/NetworkManager||||['linux']||||||True|||||||||
Collect netusage.sqlite database file. Network Usage Application Data contains information about how an application sends or receives data over the network.|files|system|network_application_usage.yaml|file|full.yaml, ir_triage.yaml|/private/var/networkd/db/netusage.sqlite||||['macos']|||||||||||||||
Collect DataUsage.sqlite database file. Network Usage Application Data contains information about how an application sends or receives data over the network.|files|system|network_application_usage.yaml|file|full.yaml, ir_triage.yaml|/private/var/wireless/Library/Databases/DataUsage.sqlite||||['macos']|||||||||||||||
Collect system configuration files.|files|system|nsconfig.yaml|file|full.yaml, ir_triage.yaml|/flash/nsconfig||||['netscaler']||||||True|||||||||
Collect Powerlog files.|files|system|powerlog.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/powerlog/Library/BatteryLife/CurrentPowerlog.PLSQL*||||['macos']||||||True|||||||||
Collect Powerlog archive files.|files|system|powerlog.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/powerlog/Library/BatteryLife/Archives/*.PLSQL.gz||||['macos']||||||True|||||||||
Collect Quarantine Events database file.|files|system|quarantine_events.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/Preferences/com.apple.LaunchServices.QuarantineEventsV2||||['macos']||||||True|||||||||
Collect recovery account information files.|files|system|recovery_account_info.yaml|file|full.yaml, ir_triage.yaml|/private/var/db||['AdminUserRecoveryInfo.plist', 'CryptoUserInfo.plist']||['macos']||||||True|||||||||
This file specifies remote users that can use a local user account on a network.|files|system|rhosts.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/.rhosts||||['all']|||||||||||||||
Collect system temporary files.|files|system|run_shm.yaml|file|full.yaml, ir_triage.yaml|/run/shm||||['all']||||f|||5242880.0||||||||
Collect saved application state files.|files|system|saved_application_state.yaml|file|full.yaml, ir_triage.yaml|"/%user_home%/Library/""Saved Application State"""||['data.data', 'windows.plist', 'window_*.data']||['macos']|||True|||True|||||||||
Collect Startup Items configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/Library/StartupItems||||['macos']||||||True|||||||||
Collect Agents configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/Library/LaunchAgents||||['macos']||||||True|||||||||
Collect Agents configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/System/Library/LaunchAgents||||['macos']||||||True|||||||||
Collect Agents configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/%user_home%/Library/LaunchAgents||||['macos']||||||True|||||||||
Collect Daemons configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/Library/LaunchDaemons||||['macos']||||||True|||||||||
Collect Daemons configuration files.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/System/Library/LaunchDaemons||||['macos']||||||True|||||||||
Collect login items installed using the Service Management framework.|files|system|startup_items.yaml|file|full.yaml, ir_triage.yaml|/private/var/db/com.apple.xpc.launchd||['loginitems.*.plist']||['macos']||||||True|||||||||
Collect systemd configuration files.|files|system|systemd.yaml|file|full.yaml, ir_triage.yaml|/lib/systemd/system||||['linux']||||||True|||||||||
Collect systemd configuration files.|files|system|systemd.yaml|file|full.yaml, ir_triage.yaml|/usr/lib/systemd/system||||['linux']||||||True|||||||||
Collect systemd sessions files.|files|system|systemd.yaml|file|full.yaml, ir_triage.yaml|/run/systemd/sessions||||['linux']||||f|||||||||||
Collect systemd scope files.|files|system|systemd.yaml|file|full.yaml, ir_triage.yaml|/run/systemd/transient||['*.scope']||['linux']|||||||||||||||
Collect system name and version.|files|system|system_version.yaml|file|full.yaml, ir_triage.yaml|/System/Library/CoreServices/SystemVersion.plist||||['macos']||||||True|||||||||
Collect information about the permissions that a user is prompted to accept or decline while using macOS applications.|files|system|tcc.yaml|file|full.yaml, ir_triage.yaml|"/Library/""Application Support""/com.apple.TCC/TCC.db"||||['macos']||||||True|||||||||
